book_id,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15
1762,1675,2603,4639,1317,3787,381,1567,1386,4252,1855,5157,6806,8731,625,847
1763,1858,1379,2261,336,2568,2398,2746,2214,2277,3163,2737,2773,2012,3223,2184
1764,1397,1172,1137,3339,918,7195,7919,3769,223,6183,5855,7361,5372,9940,3154
1765,8774,4890,9230,7768,9746,2696,2438,3151,844,3743,8451,7182,4180,4709,5069
1766,4559,2283,69,6490,4393,9596,600,1830,2488,3617,5078,1200,7201,8206,933
1767,5959,7284,9767,8714,8370,5708,9763,2488,8298,4223,9924,4934,3348,667,2420
1768,1368,2043,2086,2109,755,2658,1089,894,1924,2452,2677,2489,3359,2469,1343
1771,3212,7172,4866,8270,6335,7859,2499,2600,76,8908,8849,5907,6316,451,8375
1772,4242,6311,3242,2463,8400,7504,6061,5376,7717,4847,6656,6662,3565,9076,9968
1774,1827,1975,1476,1289,1549,1233,1225,1163,1977,1033,873,356,8626,2381,9245
1775,9796,1836,3094,4690,2260,549,4375,6860,9297,1632,7720,5860,2976,627,8411
1777,4785,6315,4205,3707,5268,8664,8415,9874,1157,3023,7068,6653,6251,9361,7728
1778,3734,5919,4774,9690,4043,7485,7327,3196,3398,5198,7145,2236,6772,3351,6337
1779,4293,7596,5316,4901,5814,9140,5721,5092,2911,4656,7788,5295,2549,3330,7818
1781,5400,6084,7753,2805,2714,3318,9189,5697,9088,7019,5224,1804,8771,4947,8260
1783,7997,6104,1878,899,1949,1509,2403,7836,1084,7874,559,8940,9061,7172,6523
1784,7393,4974,7806,6296,7204,3482,8632,4729,3398,9502,8882,2642,8153,6354,1996
1785,1664,6788,7562,1783,782,9061,3484,6104,9545,178,4244,7818,804,456,6513
1788,6361,9566,4483,8978,5207,6920,7254,780,6590,5580,1010,3628,9571,7720,7880
1789,1215,443,2870,1604,2072,615,9838,541,831,2456,9813,4577,7497,1667,7317
1791,1175,5221,4233,3593,1452,1833,9861,1032,7020,73,8002,6995,6902,6756,1611
1792,6867,3186,4183,1180,9194,657,3953,8578,3505,7210,5478,5037,1487,9991,5421
1793,1085,1125,1409,6439,8347,1189,2827,8998,2323,5521,1100,5335,2478,8541,8418
1795,5903,911,1288,865,1900,2352,944,705,1208,915,1123,967,1589,1423,4524
1796,3638,6413,3504,2107,467,5478,268,7496,895,930,8940,407,2085,1752,820
1797,6154,1312,3581,3321,1135,6892,1364,1800,1657,959,9630,1214,4515,4336,736
1799,1140,9259,632,4655,203,3121,2454,6801,9056,7067,517,9855,1147,756,4821
1800,4515,974,4326,5326,9085,360,1545,3243,1797,9581,8571,4785,1620,3820,8406
1801,1918,3182,4101,3137,4459,4608,4588,4190,8185,8491,7238,9103,9622,8275,5560
1802,431,209,4422,1117,242,9129,266,4192,696,336,1075,3859,1633,3569,4945
1803,2394,3083,600,525,6839,1004,5520,9615,5022,7793,4562,6783,5271,3617,4446
1804,7019,8072,8638,6084,4858,9830,8405,1287,863,1781,5270,2512,5389,302,5211
1805,2050,2182,9390,9379,2428,759,8557,9994,8241,3723,8287,5163,1550,2689,435
1806,9516,8731,1317,1762,326,2229,9148,4252,4575,1720,2603,304,306,9794,9966
1809,4578,5536,4460,3562,6873,1431,8484,7479,7383,8787,2376,9371,5685,8784,9449
1811,1267,1390,1606,1627,1232,3515,1226,1181,1694,4895,996,7241,1151,8763,1067
1812,1593,2453,2285,6601,5957,9963,4993,6536,5599,5147,5357,7824,5015,6135,9074
1814,9292,5910,9907,5741,8917,5142,8693,5693,445,333,3877,7665,3741,991,7507
1815,3604,7629,5086,3824,5269,5115,7918,9361,832,9763,8094,4129,8928,2925,2637
1817,5443,5201,8026,5764,5010,9655,8131,9789,7830,7509,8264,7351,6589,8048,6728
1818,2287,1257,2275,3105,7576,7863,5017,3496,2105,8050,6143,4781,4556,6812,3514
1819,6328,1712,2675,445,7566,2948,4970,2831,379,7414,2943,5766,6293,3805,2925
1820,8777,685,3350,4125,4668,2529,7130,2265,2715,2845,2282,4675,3486,1861,3052
1821,1959,1390,1694,1627,2138,1226,1232,1151,1606,1267,1181,996,3515,1067,207
1823,3232,9403,6420,6321,6147,7011,9636,5499,1469,5044,7267,4646,2892,2582,5152
1824,2152,2402,548,2685,2919,2951,4436,2929,3365,1724,4845,6747,7023,7813,5976
1825,2049,4042,2976,1590,5114,5860,2215,3304,1916,4815,999,621,545,549,4236
1826,3671,7316,2989,5162,5013,3851,4915,9419,1419,7645,9333,2859,1972,4696,5083
1827,1476,1774,1233,1549,1289,1975,1225,1163,1033,1977,873,356,8626,2381,1535
1828,1828,3629,6362,4558,8979,5870,3594,5968,7173,1461,9048,5525,4353,3569,7326
1829,5581,2668,7021,7143,6465,4613,3684,5763,7176,6592,3735,2370,5795,6351,8740
1830,2845,2715,2265,2283,2529,3486,415,69,6490,1861,418,7687,543,8539,1766
1832,8318,8907,1747,6630,3726,9104,8756,2175,1361,3905,9063,9637,9263,9065,9206
1833,1452,1175,1791,195,9443,17,4233,1338,5221,1,1644,3593,20,31,7352
1835,629,1506,2902,708,1206,5318,5812,2521,1529,9473,4160,6732,35,1663,7242
1836,9796,4375,6860,9297,3323,2078,1229,4646,2260,1632,4434,1775,1742,5253,2311
1838,2121,2016,5528,7017,8861,7707,2135,2429,8596,3709,6520,9885,7941,9635,477
1839,7645,9419,1419,7761,8965,9142,8284,6500,9336,2233,3801,7492,9193,3935,1701
1840,7112,2545,4556,4781,5760,4030,4105,8050,5659,2317,7576,4446,3454,7780,9184
1841,674,2773,3119,1103,622,152,716,1459,169,2981,1414,7167,3153,5966,683
1842,1685,1426,2633,1149,328,2433,1101,4427,2991,908,2883,616,1052,331,64
1843,2630,4081,465,78,228,741,867,156,310,46,22,1221,136,111,81
1844,6660,9958,7571,4478,9251,6167,7126,6378,3506,1872,4894,4481,3144,6610,1617
1845,883,3837,2561,572,6675,119,5257,3156,704,4690,9102,354,4392,476,1928
1847,8152,9936,606,9231,9612,4785,4475,9858,6147,790,6160,7198,2934,8400,5483
1848,5559,6254,7164,9135,3188,2721,2154,8101,2711,5722,4644,3940,6565,845,9368
1850,3218,6248,6743,3445,9184,7780,7940,415,7863,5017,2454,6801,3008,182,9867
1851,7848,968,3782,5255,1561,7302,1334,8838,8064,8845,7629,3570,4285,8051,3069
1852,4126,7023,3721,2092,927,7475,7880,2072,1604,8526,6332,7626,9708,3445,9383
1853,7277,94,8946,8882,1239,5730,5699,2419,9858,6772,1663,3928,6160,4068,7756
1855,4252,2548,7965,4501,8831,8714,4465,7732,3479,6406,5454,6167,4982,3399,1762
1856,2233,1102,238,6500,4137,7410,3827,2379,8992,8728,943,372,6182,4888,7785
1857,2608,1863,1480,2783,3177,3648,2623,3244,4194,3663,3497,2959,3536,6374,7895
1858,1379,1763,336,2261,2398,2568,2737,2214,3223,2746,2012,2547,2184,3098,3163
1859,2621,4660,5215,5496,2036,4694,2781,7878,1145,3122,5349,6125,3808,9984,7977
1860,8574,6680,7451,2714,3318,9189,5697,5224,5406,5574,5636,5320,5432,2764,2092
1861,2845,2265,2715,2529,3486,7687,1830,8539,9076,7460,8808,685,9682,5271,6783
1862,2640,2977,9429,8222,8783,7411,9814,8636,7864,8742,7105,6461,9571,6013,1625
1863,2608,1857,1480,2783,3177,3648,2623,3244,4194,3497,3663,2959,3536,6374,7895
1864,8790,2478,8945,4447,5261,9494,9400,7253,6314,2319,9217,9388,7787,5695,2074
1865,7419,9865,5487,6856,7763,7422,6455,5845,4160,3669,6240,7332,4894,5438,3344
1867,9640,9368,445,3430,3204,6072,7139,1882,4825,5143,4696,140,1682,924,6338
1868,9313,6598,6229,8831,9658,360,7783,6738,6249,3243,4319,7307,7145,8850,914
1869,3860,4396,4985,6628,6477,4311,7934,5671,7531,6239,5803,5403,6296,817,4204
1870,1424,1617,1600,2245,2393,3144,2016,1358,477,2522,2135,8861,2429,7707,8596
1871,6561,7213,9388,7787,8824,3125,8853,5109,9935,9468,6185,8133,9657,5486,8596
1872,7126,8545,7684,2012,5619,3058,1844,4462,7571,4478,8028,2981,8590,2214,7407
1873,516,8654,7664,4139,2914,467,3425,520,2107,430,587,5202,6917,1657,948
1875,6373,9557,8585,8213,5056,2731,1635,1632,6514,1939,7894,844,9088,2625,7019
1877,8034,7697,6531,3423,1681,1590,6066,9601,6572,9119,8313,4774,6438,7873,8221
1878,1783,6104,7997,899,9061,7172,1073,8564,7836,3676,2403,2366,390,6523,4785
1879,2589,2708,694,3622,9875,310,4431,2704,1107,1748,1417,465,4322,3394,4218
1880,2416,2654,2808,3500,4914,5168,3393,6380,6581,7030,7464,4257,6744,7578,7747
1881,8961,3013,2693,4726,2189,910,7378,1191,9607,2873,7380,8393,1484,8165,9538
1882,2418,3380,5149,1744,2945,9919,8352,4995,8992,7179,8556,5763,5949,1867,8387
1883,9063,9689,6045,5716,1967,8756,2790,1318,4956,2592,1371,6935,9637,6553,6317
1884,8806,9723,7436,1351,2157,569,1569,4789,1495,2524,3657,1383,315,7868,1574
1885,855,5540,804,6530,248,353,7074,530,6692,3700,714,7353,773,6417,839
1886,4881,4228,6606,5879,6611,7014,5752,7027,1950,2111,1077,5312,6411,5398,8074
1887,8037,9119,8738,7392,9921,7985,8428,1041,3934,1712,4104,5592,4331,1974,984
1888,508,1672,3308,4740,2967,779,67,733,115,1021,436,398,8130,3054,6824
1889,1636,2126,1962,1653,7786,980,2614,3408,6048,4801,9421,9585,6513,3463,9996
1891,1945,1946,1901,4210,1070,5323,6970,5324,7346,2591,4223,5912,5017,7863,6691
1892,5468,4609,4586,3935,6513,4666,4589,4401,8914,9873,1843,9399,3958,1928,9210
1895,1572,2353,2937,3086,3082,766,3396,3395,3660,5923,3055,7906,666,167,283
1896,2990,8372,4434,9629,9967,2695,6609,9255,7534,2995,5798,579,5152,1253,4145
1897,3831,221,5493,4404,7839,5778,5953,5885,5284,6102,6429,9456,5130,6089,3894
1900,1208,1589,865,944,911,915,1123,2352,553,967,1987,1139,705,739,1498
1901,1891,1946,1945,1070,2591,9662,7230,6970,4857,4223,5271,6783,5323,7460,8808
1902,2607,4948,1301,1986,2842,963,5282,1057,3273,4463,5941,1733,2212,1407,3495
1907,8170,8506,9298,3471,4558,7469,8021,7348,7919,1445,2456,9779,8826,9544,6765
1908,2806,5973,499,5128,5238,4429,7800,8879,6186,5460,6320,3564,4055,121,7475
1909,1522,5182,1587,3421,8449,4141,1757,3847,4265,9506,7175,2114,4692,8764,6050
1910,7712,9268,6966,7284,8226,5802,9767,9819,1120,5898,7696,2958,5269,606,4688
1911,1325,473,2207,2449,6847,9557,7590,8278,2675,4967,124,226,2359,4278,4304
1913,2610,3998,3016,1713,1711,2165,2938,3567,3011,3516,4390,1107,3610,1111,5427
1914,3754,3978,2196,2624,5782,2646,890,789,276,3072,432,2755,9463,1179,9758
1915,1500,380,3540,1205,1703,3828,1270,520,430,1282,9172,4388,6405,8697,8571
1916,7646,6959,4042,2976,2049,5860,5114,1825,1590,5491,4236,3100,5683,2215,2315
1917,5034,6674,5032,6747,6853,9003,3810,1302,3888,8443,830,6952,3796,6263,8844
1918,3182,1801,4101,3137,4608,4459,4588,4190,8185,9103,8491,7238,8275,9622,9653
1919,8910,9075,1608,5989,4541,9763,685,3626,4732,3221,1523,475,5931,280,8206
1921,1939,454,3922,3014,2731,5683,6563,4847,626,6086,6514,5803,6239,5403,3289
1922,1578,3803,2657,4713,4387,3374,4085,3924,5936,4124,3513,7123,7080,1709,2735
1923,943,344,372,2579,101,534,2615,238,2011,405,1124,297,8681,2897,2172
1924,2086,2469,1342,3000,894,2489,2043,2658,1768,2501,3359,1368,2936,2677,2718
1925,1218,7534,4342,5673,6545,6961,8027,5480,3918,3286,9310,4542,4289,3906,3614
1926,3423,4397,7759,5831,8855,2327,4536,9037,5779,2414,6398,4411,5593,7866,2442
1927,9958,6046,9716,6968,8729,6030,6038,8347,8752,4062,4503,3669,7469,4162,9534
1928,1005,9579,1055,115,378,2914,516,467,658,3237,5468,2284,233,587,94
1929,8308,2492,7587,6782,4890,6469,7768,4453,2438,7977,8451,7182,6258,5069,5682
1930,4084,4121,4308,4065,4619,4680,1680,2091,5748,5728,2405,5158,2874,3258,5431
1931,1463,2198,1418,3938,3096,3530,2811,3492,1693,1686,5232,6330,6472,5203,4799
1932,6667,5112,5943,6918,2593,3839,1513,8240,5547,1483,4424,1473,2971,6812,3463
1933,4980,7114,6198,4676,4264,3272,2033,8247,1684,2255,4171,3119,5198,573,315
1934,4036,6529,5390,1585,4845,8415,2660,5583,6792,2473,1093,9259,805,5946,957
1936,4130,704,2089,476,325,4392,6322,8735,304,9722,2939,306,733,115,2603
1937,3795,5229,2860,362,493,1106,602,641,292,2781,4681,542,347,6349,2957
1938,158,1258,2741,416,335,373,1662,2620,184,7266,8192,5311,2123,6097,7103
1939,1921,8774,9230,7323,2696,9557,6514,7171,4180,4709,844,3151,1875,454,6563
1940,7798,9313,3864,6852,6405,9517,3869,4291,788,6461,4183,6445,7551,1444,3632
1942,1419,9419,7645,2154,3188,2721,6328,3940,3742,9251,1115,7131,7358,4703,8352
1944,586,2577,981,1540,2392,9925,7393,875,4069,6734,6628,1718,246,1971,1735
1945,1946,1891,1070,1901,4210,5323,6970,2591,5324,7346,6783,5271,7460,8808,4223
1946,1945,1070,1891,1901,4210,5323,6970,7346,5324,2591,5271,6783,8808,7460,4223
1949,829,6128,2403,1783,701,2499,899,1084,1878,8440,3638,7874,1664,6768,6521
1950,6846,5312,6065,1886,6461,9203,7027,3857,2111,6611,7014,5752,6606,5879,9863
1953,413,6842,6662,1605,9985,5756,5988,2482,5396,8609,4778,6102,778,5907,103
1954,7021,2637,6592,9958,7172,3827,7975,3462,3684,1829,2199,5581,2668,6130,7143
1955,350,2703,8167,3342,5122,284,5460,1250,7798,7622,162,1570,7778,7711,1571
1956,2556,2571,1489,2324,3234,5827,681,544,9744,9702,4690,3153,7167,8270,7171
1957,7925,7978,1241,9720,4208,2563,1192,4596,1791,195,6092,6824,8774,4886,7853
1959,2138,1821,1694,3025,1390,1226,4159,1606,3515,1627,1232,1267,1151,2094,1181
1960,1318,2344,1444,6320,4960,4421,5460,5865,4205,3864,2328,8805,1571,4526,4785
1961,7775,5561,1581,3465,8207,311,5518,6264,3737,7616,6585,4757,9113,5216,7644
1962,3408,2614,1889,1636,2126,3926,3183,3738,4857,1653,6513,6812,3463,2971,3514
1963,588,222,9852,2789,8631,9333,3925,3709,4904,4702,2730,3357,2242,2383,2859
1964,2382,2299,1246,3278,2669,3298,1018,598,6578,8142,2889,1254,9234,1546,8568
1966,5158,5748,1751,4619,7968,6761,2091,7704,8860,5277,1930,4121,4871,4084,4065
1967,4861,8361,4054,5285,4332,8826,4558,9766,1883,3256,8859,4584,5425,7032,7298
1968,3910,6350,5352,7420,3944,5806,2447,4396,5066,3132,2619,3444,1323,263,2291
1969,408,5765,3734,6409,8220,5336,8893,5919,2295,5068,7128,9690,3740,7502,550
1970,1133,9794,941,6020,7172,2403,8692,6808,829,816,919,9966,1949,3791,9688
1971,1540,981,2038,3687,2662,4007,419,3336,491,4446,3326,783,3176,384,3862
1972,2859,2666,5144,5655,1643,2730,785,2673,628,2242,5876,288,4523,2515,8984
1973,4785,4205,3023,7444,3379,7952,4271,5915,9156,4634,9563,4071,9688,6607,1777
1974,2670,8631,3971,9225,5073,2797,2979,4083,2924,8662,9255,1236,7327,8445,4813
1975,1977,1774,1827,1476,1233,1289,1549,1163,1225,1033,873,8626,356,6108,8262
1976,1460,2279,316,2321,1449,9295,2250,4079,374,8581,3893,3821,5807,7050,2964
1977,1975,1774,1827,1476,1549,1233,1289,1225,1163,873,1033,8626,356,6108,6477
1978,4932,8985,1241,9358,9197,3787,9386,4596,7109,6516,5062,6242,6442,2211,5995
1980,637,3127,1641,48,4205,1105,2045,6781,1262,9699,126,1019,276,838,503
1984,9230,6092,9459,7159,1266,8774,7276,4465,339,9197,2319,6006,4180,4709,3988
1985,6152,8661,2500,2263,7985,6893,3697,9997,8396,7501,9581,9004,6817,4554,2828
1986,2607,1057,1301,1245,1733,1407,1037,3273,1388,963,1902,3622,596,2746,2277
1987,2352,1208,967,944,1900,553,1139,705,911,1123,1498,739,675,1589,670
1989,1759,1638,2458,2219,1536,2399,1071,2645,481,2461,4530,1525,1278,1119,1249
1991,2325,3632,6709,6126,5666,9894,8904,7378,6252,4352,6150,9607,7035,9538,2189
1992,7839,6027,8202,4404,835,5005,2894,7327,1321,8559,2082,9762,6314,9033,3196
1993,1533,1633,3340,898,2347,3477,696,2604,4192,5928,4251,1217,5290,3128,7260
1995,6679,3180,1523,2843,2819,8630,1403,9348,6750,2711,564,3973,5747,1114,2759
1996,8946,4068,3398,7485,8738,5438,4260,6732,6772,5730,3351,9858,8336,573,9473
1998,2638,8174,4003,3890,6697,9721,6222,4219,9746,9698,1747,7838,6631,3344,7268
1999,6787,7963,7232,1571,3581,1797,7812,3379,6154,1214,788,8189,7952,4429,2810
2000,304,306,31,414,6801,2454,9519,6566,6552,1052,111,2433,2907,9855,7590
2002,7859,4217,2131,4485,8140,9612,9061,7701,1239,3139,2187,6104,4981,4866,8503
2004,1161,3387,7826,3079,2601,225,131,730,6246,6751,7470,7563,7734,7928,3600
2005,6199,7708,3682,5117,8427,567,8449,9896,6826,185,1513,2943,6946,4932,2598
2007,314,1391,1726,486,9925,8104,1059,1616,5016,6608,6053,6164,6813,9636,2480
2009,1709,367,4124,3065,6073,3803,5945,2735,7123,4713,5795,3921,4678,7047,5775
2010,6409,5872,9545,765,3740,7502,5991,8817,6441,7292,8859,9014,5592,9148,7058
2011,4282,1645,1236,1124,8874,7099,854,484,4369,8861,1389,6984,8624,6172,5026
2012,2214,2184,2398,2547,242,2737,266,2519,3223,2746,3066,336,1858,4095,2354
2013,3141,212,2029,3412,115,658,9794,9688,121,6447,268,1544,495,8296,1005
2014,9056,7067,1147,6513,8730,7371,4204,9259,8231,5759,1541,1799,1140,5749,9403
2015,625,9262,7165,261,44,381,3563,3677,7598,2671,9409,302,136,3997,3579
2016,1870,1838,2429,1617,1424,2245,5129,3144,5799,477,1358,1600,2135,2393,2121
2017,1634,2120,923,7067,9056,9051,3810,2447,1147,9740,9876,6861,2130,5452,6034
2019,2391,3060,2477,2531,2427,2756,2909,2891,2200,4782,9125,9307,3044,9665,3624
2020,8571,6988,4866,3323,8121,8908,6316,8786,9172,8375,5089,7894,8538,3548,4222
2021,4389,6408,8201,5745,7686,2753,4035,992,7849,5813,4180,9482,9117,1621,1611
2022,7717,776,9502,3743,5044,8728,971,4268,1266,6182,2430,5088,3696,7410,4551
2023,6160,3275,5211,6772,2144,8946,573,7806,3054,4068,6822,3181,9858,2482,2716
2024,872,162,3342,4622,1624,6160,1041,614,3275,1364,6630,9605,6195,9858,9460
2025,2274,3027,1299,1503,4316,3428,4872,1074,297,476,2098,3049,3024,405,426
2026,1064,7172,5806,8733,7459,1088,6128,9849,6788,8849,7650,9961,230,5722,618
2027,2698,5244,8079,5754,1214,614,3321,323,1135,3310,592,7022,4939,1084,4336
2028,2192,4317,122,9021,4992,864,1026,9494,5561,9400,554,6534,4771,1754,712
2029,212,2013,3141,3412,9961,8479,6283,5468,268,5806,9832,7318,7650,895,7093
2030,6910,5588,6153,3612,7549,5934,4909,2823,5176,3957,5239,4647,7042,6858,5417
2031,2745,3108,2351,2150,511,4127,3876,2296,2074,4797,3680,8216,5007,3443,5282
2032,5500,3390,7818,6112,7720,1061,8675,1038,7696,3279,6427,4567,386,4525,626
2033,8247,4980,6198,7114,1933,4676,9512,4264,7831,5647,3272,4376,6625,3802,5033
2034,2691,1153,4979,2923,3036,4031,3883,3254,743,2423,5412,7470,5929,7426,4316
2035,4616,5255,9514,9077,3058,5799,7105,534,7147,5625,2878,8914,7617,6387,6770
2036,3953,8296,9688,2831,4050,8039,9794,8025,2621,5978,7339,8080,1595,2374,8823
2038,1971,1540,981,4007,4446,3862,9184,7780,2662,7940,3687,3326,224,600,202
2039,7891,7853,1939,6092,6404,9557,7925,4709,2409,7323,1875,3348,4201,1447,6514
2041,609,2155,911,1589,818,1900,1498,986,703,3937,806,967,2513,1053,725
2043,2086,2469,2271,2658,3359,3000,1768,2944,2501,1924,3200,2677,755,2718,1342
2044,4836,4826,3943,9292,8308,3008,3446,5424,8727,2548,6644,2851,2459,1060,5573
2045,1262,2491,2817,1105,126,8049,9675,6188,9749,6440,8766,9447,5676,5982,6126
2047,2406,2965,496,3407,8945,7887,8965,6534,5015,6135,2713,4534,4650,5348,9400
2049,2976,1590,4042,1825,5114,5860,1916,999,3304,2215,4815,6959,7646,621,3871
2050,1805,2182,9379,2428,759,3723,5163,1550,435,2951,7246,8389,9138,802,5815
2051,101,238,119,372,5802,570,9298,344,3187,8920,4316,1365,2914,484,205
2052,4149,3949,2366,4273,3404,9061,8472,5003,6896,3342,8906,4330,7778,4332,213
2053,4810,1415,9885,887,8309,9635,1365,718,3388,5180,8489,2319,3709,2135,8366
2054,1718,2270,120,541,1215,1279,443,3935,3153,7167,9838,3531,1789,9976,2381
2055,5758,4636,5781,5121,1138,8431,7348,3277,5129,3394,6174,3906,7158,5167,6510
2056,1525,1249,1362,1278,1119,1023,949,510,722,528,330,4530,2219,1536,389
2059,6955,6685,3214,7851,5839,3786,6672,5235,3449,7547,8661,9888,3190,3167,8727
2062,2145,6587,5926,8082,8476,4156,2463,4304,8624,2747,8578,9385,6287,9561,5569
2063,4722,6409,8733,3740,7502,776,4261,1750,5573,7562,7515,3323,8349,3596,7878
2064,1020,594,7104,808,8153,5967,8028,7720,6427,3376,6350,4525,1456,6790,5455
2066,1419,7645,9419,3242,9658,3779,8281,6147,5375,7137,2203,8930,3564,2557,8253
2068,7943,3439,5020,3509,3943,3153,7167,8478,8700,8648,5066,707,8543,3790,6766
2069,5445,4218,2075,6109,1735,6121,8211,8032,5517,8148,8966,4009,4557,6162,4087
2072,1604,9708,7626,9704,8610,8734,9838,4114,927,5552,1789,9813,1852,7880,4612
2073,3029,5525,3620,3640,1755,2595,4756,6200,6399,6324,4353,6306,3569,2323,5423
2074,2745,511,2351,2031,3108,2150,4127,2296,3876,4797,3680,8216,5007,3443,5282
2075,5517,6121,2069,4345,1735,7558,2278,3583,6109,3452,6201,500,8148,5445,8225
2076,1113,5730,8882,9732,7198,977,6772,6160,3482,341,7517,8450,8336,2544,403
2077,4343,6721,8206,434,1147,583,3430,319,202,1066,1971,875,4559,759,8270
2078,9796,1836,4375,6860,9297,8031,4832,6124,3323,1603,8262,2894,8690,1321,8559
2079,3703,3560,2559,7794,7579,6615,7661,658,516,5076,4004,3048,6852,3504,9605
2082,2894,8946,1992,5898,4404,7839,5953,1663,6772,9033,9858,2521,5351,9473,6027
2083,4424,6667,2593,5943,6918,3183,3926,3738,6864,5248,5892,3984,4281,1513,3862
2084,5707,3314,5306,1519,5838,2102,1142,5735,7026,2241,442,3013,729,5666,910
2085,930,291,1021,9231,3421,2463,6767,5641,5895,754,4502,31,654,1752,1144
2086,2043,2271,1924,755,2469,2501,3000,3359,1768,2658,3200,3362,1342,2677,2489
2087,8094,3284,4639,8731,4252,5590,5737,1386,5157,4938,1762,6806,2566,1720,3136
2089,476,1936,704,6322,4130,325,8735,4392,9722,6288,8034,5404,5413,4784,32
2090,2224,1553,2550,1086,2303,2341,2549,2605,2911,3510,3832,3608,3874,3990,4656
2091,4680,4619,4308,7631,4065,5728,4084,3213,2405,6762,4121,1930,5889,5006,1680
2092,7475,1852,2725,6680,8574,7451,5539,4126,6332,1860,2454,6801,3445,5281,4355
2094,2138,7268,7132,1959,6422,3890,1821,9169,4876,2803,8997,4690,7617,6387,6132
2095,4877,1348,3047,3274,5265,798,5446,391,364,6334,7611,3363,3922,2512,3762
2096,3740,8774,5028,9230,3303,7323,6409,2696,4180,4709,4261,6697,8578,5492,728
2097,1015,3085,4634,180,7392,1113,4785,614,1973,6256,8597,1041,5822,4149,1571
2098,3068,4517,3202,3600,1676,1074,1704,5330,2552,2172,297,405,3133,9972,7338
2099,4916,1321,5159,4514,835,4132,3577,9562,2759,7607,7558,7681,7832,4345,3452
2101,1129,5621,6982,8949,4188,4244,8982,2311,9213,6568,2881,8074,8413,3547,8243
2102,7604,4152,7380,4200,5506,4352,6152,8768,9581,3462,7975,2084,9727,2189,9393
2103,6898,8262,2095,7318,1731,8873,9773,8626,3581,3306,2176,8031,1356,6180,9436
2105,3105,1637,6812,9996,3514,3463,2971,1818,2287,1257,7230,9662,2275,9135,7576
2107,212,3504,4614,1796,268,467,2284,6636,9521,2914,1873,407,378,662,820
2108,7290,6158,524,6669,3582,3320,2507,8096,6259,4145,3548,3246,1078,6326,7032
2109,1089,1768,1343,2936,429,2043,2452,2469,1924,755,1368,3000,2658,2501,894
2110,753,3932,4061,4739,3679,9126,7711,3959,4436,3365,2929,9775,8101,9571,3864
2111,735,6331,2526,5401,3544,4075,532,2760,6461,1077,5398,7813,7608,5773,6508
2114,930,3742,7050,6546,697,291,396,5587,31,9519,1136,7508,3730,1316,5708
2115,8229,3543,7031,8220,5483,5336,5027,8903,8179,4414,8380,4893,8984,5717,6669
2117,8330,2543,7396,5766,5424,9299,2263,7269,1819,8914,9292,6295,9902,9986,8081
2119,3295,3117,7380,9331,8450,3627,9727,8283,5214,3814,4000,3920,5671,4152,4776
2120,2017,1634,923,7067,9056,1147,6861,9876,2130,5452,4581,8730,7371,4204,9259
2121,1838,3144,2135,2429,2016,2849,7099,3996,8894,8861,2522,1358,8624,6172,5026
2122,7167,3153,7880,6766,2072,5552,5435,8526,2148,3721,4612,1604,3991,7387,7023
2123,8192,1258,8857,1662,6097,2741,5311,7103,416,373,2620,7266,1938,184,158
2124,1202,948,7882,3237,6181,559,941,8985,4907,7925,4954,8907,3889,7496,198
2125,2230,4445,3120,4275,3444,4196,5880,8686,9331,3414,4214,3974,3063,9577,2954
2126,1636,1889,1653,7786,3408,980,6048,1962,4801,9421,9585,6513,2614,9510,6627
2127,3796,8961,8844,6404,7364,6373,2731,3757,9203,4201,9489,2689,6839,7894,6457
2128,7710,3953,6404,5816,4201,1159,948,2036,733,7882,5095,5260,3890,5577,2476
2129,524,7110,7314,4179,2766,8597,4574,5202,5822,1199,3651,3672,1077,5019,1315
2130,1560,2417,7460,8808,5271,6783,3486,7687,7067,9056,1147,2845,2265,2715,415
2131,3139,7859,6553,2002,4217,7952,2177,4104,7783,8503,3379,9561,6050,5189,9754
2132,2220,1684,6441,3695,5483,9014,3009,7182,4823,5996,4536,2686,932,8707,9032
2133,3606,1190,697,8435,291,822,1011,482,1660,906,7390,396,8016,4839,9365
2134,3052,5755,355,7217,4580,6733,6444,1126,9948,5397,875,3302,6396,585,9861
2135,2522,3144,1358,2245,1600,2429,2393,1617,1424,1870,477,1838,5528,2016,2121
2136,471,76,2671,230,171,9262,7165,136,7318,3997,7880,6506,75,451,1457
2138,1959,1821,2094,6132,3025,4159,1694,1390,1606,3515,4895,1267,1627,8730,7268
2142,9125,6751,8369,9778,9239,2588,7450,8441,9559,3457,800,7606,6524,4782,9303
2143,9238,8700,1077,9956,7270,2678,9601,5398,1623,2111,4075,7909,5435,9531,568
2144,9473,6772,9858,2023,6160,2482,4197,9123,3377,8879,8876,7466,6042,6822,3351
2145,6587,2062,5926,6704,9049,2747,4455,5312,9962,9397,5024,8476,8082,4156,2207
2147,2630,1640,31,4347,414,801,8536,4088,3724,6751,6647,9262,7165,9292,7050
2148,2122,234,8543,3721,1678,4785,9361,2338,2961,2761,5237,7592,7880,4205,9375
2149,3630,3775,8519,6777,1322,9854,4759,2967,9772,6870,2810,9173,7379,665,1131
2150,2351,4127,3108,511,2745,2031,2296,2074,3876,4797,3680,8216,5007,3443,1091
